product_name,generic_name,quantity,brands,brands_tags,categories,categories_tags,categories_en
Cakes Raisins,Pâtisseries aux raisins secs.,900 g,Bijou,bijou,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Cakes aux fruits, Cakes aux raisins","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:fruit-cakes,fr:cakes-aux-raisins","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Fruit cakes,fr:cakes-aux-raisins"
Flan,,,,,,,
Sweet 'N' Hot Salad Peppers,,,Mt. Olive,mt-olive,,,
"Big Papa's, Southern Sauce",,,Walton's Flies,walton-s-flies,,,
Cakes aux Fruits,Pâtisseries aux fruits confits et aux raisins secs au rhum,600 g,Bijou,bijou,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Pâtisseries, Cakes aux fruits","en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:pastries,en:fruit-cakes","Snacks,Desserts,Sweet snacks,Biscuits and cakes,Cakes,Pastries,Fruit cakes"
Chair à saucisse,,792 g,Sovivo,sovivo,"Viandes, Porc","en:meats,en:pork","Meats,Pork"
Lomo de bellota  ibérico 50% raza ibérica,,,,,,,
Tarte normande,,,,,"Tartes, Tartes sucrées, Tartes normandes","en:pies,en:sweet-pies,en:pies-from-normandy","Pies,Sweet pies,Pies from Normandy"
,,,,,,,
,,600 g,Bijou,bijou,,,
,,490 g,Bijou,bijou,,,
"Between!, Dental Gum, Natural Cool Mint",,,Eco-Dent,eco-dent,,,
"Eco-Dent, Between!, Sugar Free Dental Gum, Cinnamon",,,Lotus Brands  Inc.,lotus-brands-inc,"Snacks, Sweet snacks, Confectioneries, Chewing gum, Sugar-free chewing gum","en:snacks,en:sweet-snacks,en:confectioneries,en:chewing-gum,en:sugar-free-chewing-gum","Snacks,Sweet snacks,Confectioneries,Chewing gum,Sugar-free chewing gum"
Tarte feuilletée vergeoise aux poires,,,,,"Tartes, Tartes sucrées, Tartes aux poires","en:pies,en:sweet-pies,en:pear-pies","Pies,Sweet pies,Pear pies"
Madeleines,,,Bijou,bijou,"Biscuits et gâteaux, Gâteaux, Madeleines","en:biscuits-and-cakes,en:cakes,en:madeleines","Biscuits and cakes,Cakes,Madeleines"
Pure Whey Protein Berries & Cream,,1 kg,Bulk Powders,bulk-powders,"Compléments alimentaires, Compléments pour le Bodybuilding, Protéines en poudre","en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","Dietary supplements,Bodybuilding supplements,Protein powders"
Pure Whey Protein™ Chocolate Peanut,,1 kg,Bulk Powders,bulk-powders,"Compléments alimentaires, Compléments pour le Bodybuilding, Protéines en poudre","en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","Dietary supplements,Bodybuilding supplements,Protein powders"
,,,,,,,
Chaource lait cru,,,,,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages de France, Fromages à pâte molle à croûte fleurie, Chaource","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:french-cheeses,en:soft-cheeses-with-bloomy-rind,fr:chaource","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,French cheeses,Soft cheeses with bloomy rind,fr:Chaource"
Knusperflakes Mit Knusprigen Cornflakes,,,"Ritter Sport,  Alfred Ritter Gmbh & Co","ritter-sport,alfred-ritter-gmbh-co",,,
"Rum Trauben Nuss, Milk Chocolate Wih Rum Raisins & Nuts",,,Ritter Sport,ritter-sport,,,
Milk Chocolate With Caramelized Almonds,,,"Ritter Sport,  Alfred Ritter Gmbh & Co. Kg","ritter-sport,alfred-ritter-gmbh-co-kg",,,
,,,,,,,
"Funsch, High Quality Marzipan",,,Petpro Products  Inc.,petpro-products-inc,,,
Oatmeal Raisin Cookies,,,Bart & Judy's,bart-judy-s,,,
The Best Peanut Butter Cookies,,,Bart & Judy's,bart-judy-s,,,
Best Sweet-Potato Cookies,,,Petpro Products  Inc.,petpro-products-inc,,,
Best Ginger Snap Cookies,,,Petpro Products  Inc.,petpro-products-inc,,,
,,,,,,,
smelties,,50g,bonfood,bonfood,Aliments pour bébé,en:baby-foods,Baby foods
"Ice Cream, Vanilla",,,Lactaid,lactaid,,,
"Ice Cream, Butter Pecan",,,Lactaid,lactaid,,,
,,,,,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Legumes, Nuts and their products, Nuts, Peanuts","en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:nuts-and-their-products,en:nuts,en:peanuts","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Nuts and their products,Nuts,Peanuts"
Pure Whey Protéine,,,Bulk Powder,bulk-powder,,,
100% Soja Protein Haselnuss,100% Soja Protein Haselnuss Geschmack,2 kg,allfitnessfactory.de,allfitnessfactory-de,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver","en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","Dietary supplements,Bodybuilding supplements,Protein powders"
Decoupe de poulet façon chorizo,,,,,,,
Whey Protein aus Molke Vanilla,Whey Protein aus Molke Vanille Geschmack,2000g,allfitnessfactory.de,allfitnessfactory-de,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver","en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","Dietary supplements,Bodybuilding supplements,Protein powders"
piadina romagnola alla riminese all'olio extra vergine di oliva,,350 gr,Da Gastone s. r. l.,da-gastone-s-r-l,Piadina,it:piadina,it:piadina
Miel,,,,,,,
Purition,,500g,,,,,
Financiers aux Amandes,Pâtisseries fondantes à la poudre d'amande.,660 g,Bijou,bijou,"Biscuits et gâteaux, Gâteaux, Financiers, Pâtisseries fondantes à la poudre d'amande","en:biscuits-and-cakes,en:cakes,fr:financiers,fr:patisseries-fondantes-a-la-poudre-d-amande","Biscuits and cakes,Cakes,fr:Financiers,fr:patisseries-fondantes-a-la-poudre-d-amande"
Organic tomato pulp,,510g,"Kazidomi,Organic","kazidomi,organic","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Tomatoes and their products,Tomato pulps","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomato-pulps","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Tomatoes and their products,Tomato pulps"
Organic tomato sauce with basil,,300g,Kazidomi,kazidomi,"Groceries,Sauces,Tomato sauces,fr:Sauces tomates au basilic","en:groceries,en:sauces,en:tomato-sauces,fr:sauces-tomates-au-basilic","Groceries,Sauces,Tomato sauces,fr:Sauces tomates au basilic"
ORGANIC TOMATO SAUCE ARRABIATA,,300 g,,,,,
Tomato sauce with eggplants,,250 g,Kazidomi,kazidomi,"Groceries,Sauces,Tomato sauces","en:groceries,en:sauces,en:tomato-sauces","Groceries,Sauces,Tomato sauces"
Sauce tomate aux chamoignons,,,,,,,
ORGANIC TOMATO SAUCE PUTTANESCA,,,,,"Epicerie, Sauces, Sauces tomate","en:groceries,en:sauces,en:tomato-sauces","Groceries,Sauces,Tomato sauces"
Sauce tomate courgette,,,Kazidomi,kazidomi,en:tomato-sauces,"en:groceries,en:sauces,en:tomato-sauces","Groceries,Sauces,Tomato sauces"
Sauce tomate thon olive,,300 g,Kazidomi,kazidomi,"Groceries,Sauces","en:groceries,en:sauces","Groceries,Sauces"
Organic tomato sauce bolognese,,300g,Kazidomi,kazidomi,en:bolognese-sauces,"en:groceries,en:meat-based-products,en:sauces,en:meat-based-sauces,en:pasta-sauces,en:bolognese-sauces","Groceries,Meat-based products,Sauces,Meat-based sauces,Pasta sauces,Bolognese sauces"
Pain coupiagaise,,,,,,,
Whey Protein aus Molke 1000 Gramm Vanilla,Whey Protein aus Molke 1000 Gramm Vanille Geschmack,1000g,allfitnessfactory.de,allfitnessfactory-de,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver","en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","Dietary supplements,Bodybuilding supplements,Protein powders"
Tomato passata organic,,700 g,Kazidomi,kazidomi,"Plant-based foods and beverages,Plant-based foods,Groceries,Fruits and vegetables based foods,Vegetables based foods,Sauces,Tomatoes and their products,Tomato sauces,Strained tomatoes","en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:sauces,en:tomatoes-and-their-products,en:tomato-sauces,en:strained-tomatoes","Plant-based foods and beverages,Plant-based foods,Groceries,Fruits and vegetables based foods,Vegetables based foods,Sauces,Tomatoes and their products,Tomato sauces,Strained tomatoes"
Pain platine,,,,,,,
Pavé Complet,,,,,,,
Croutons,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Croûtons","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:croutons","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Croutons"
Baguette constance,,,,,,,
Fondants Citron,Pâtisseries fondantes à la poudre d’amande et aux pépites au citron.,660 g (30 étuis individuels),Bijou,bijou,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Pâtisseries, Gâteaux au citron","en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:pastries,fr:gateaux-au-citron","Snacks,Desserts,Sweet snacks,Biscuits and cakes,Cakes,Pastries,fr:gateaux-au-citron"
Aiguillette de poulet,,,,,"Viandes, Volailles, Poulets, Aiguillettes de poulet","en:meats,en:poultries,en:chickens,fr:aiguillettes-de-poulet","Meats,Poultries,Chickens,fr:Aiguillettes de poulet"
,,,Bijou,bijou,,,
Salted Sticks & Salted Pretzels,,,Chio,chio,,,
Le pavé du larizac,,480 g,,,,,
Whey Protein aus Molke 500 Gramm Vanilla,Whey Protein aus Molke 500 Gramm Vanille Geschmack,500g,allfitnessfactory.de,allfitnessfactory-de,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver","en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","Dietary supplements,Bodybuilding supplements,Protein powders"
Pain aux 2 lins,,,,,,,
pains au chocolat,,260 g,,,,,
Jus de pomme,,,Helior,helior,en:apple-juices,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:apple-juices","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Apple juices"
"Williams, Liquor Chocolate With Williams Pear",,,"Lindt,  Polo Leathergoods","lindt,polo-leathergoods",,,
Tartines légères 3 céréales,,,Karelea,karelea,,,
Sea Salt Potato Chips,,,Trader Joe's,trader-joe-s,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps","Snacks,Salty snacks,Appetizers,Chips and fries,Crisps"
Moelleux au chocolat,,660 g,Bijou,bijou,"Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Moelleux au chocolat","en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,fr:moelleux-au-chocolat","Biscuits and cakes,Cakes,Chocolate cakes,fr:Moelleux au chocolat"
Pain de mie sans gluten,,,Genius,genius,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Produits sans gluten, Pains de mie, Pains sans gluten, Pains de mie sans gluten","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:products-without-gluten,en:sliced-breads,en:gluten-free-breads,en:gluten-free-sliced-breads","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Products without gluten,Sliced breads,Gluten-free breads,Gluten-free sliced breads"
Flocon d'avoine - complète,,,,,,,
,,,,,,,
Dextrose & Maltodextrine mixed berry,,2.5kg,bulkpowders.com,bulkpowders-com,"Édulcorants, Sucres, Dextrose, Maltodextrine","en:sweeteners,en:sugars,fr:dextrose,fr:maltodextrine","Sweeteners,Sugars,fr:dextrose,fr:maltodextrine"
sucre de coco,,500g,Bulkpowder,bulkpowder,,,
Caseina Micelar,,,Bulk Powders,bulk-powders,,,
Donuts fourrage vanille,Donuts fourrage vanille,,,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Donuts","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:doughnuts","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts"
Donuts coco noisette,,,,,"Biscuits et gâteaux, Gâteaux, Donuts","en:biscuits-and-cakes,en:cakes,en:doughnuts","Biscuits and cakes,Cakes,Doughnuts"
Match Ball Cheese,,,,,"Botanas, Snacks salados","en:snacks,en:salty-snacks","Snacks,Salty snacks"
Pain Constance aux céréales,,,,,,,
,,,,,,,
Le lin,,,,,,,
Beignets framboises,,,Intermarché,intermarche,"Snacks, Snacks sucrés, Beignets sucrés","en:snacks,en:sweet-snacks,en:sweet-fritters","Snacks,Sweet snacks,Sweet Fritters"
Eclair cafe,,350 g,,,,,
Solid Milk Chocolate,,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"Madelaine Chocolate Company, Chocolate",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
Milk Chocolate Rose,,,The Madelaine Chocolate Company,the-madelaine-chocolate-company,,,
Solid Dark Chocolate,,,The Madelaine Chocolate Company,the-madelaine-chocolate-company,,,
White Chocolate,,,Madelaine Chocolate Novelties  Inc,madelaine-chocolate-novelties-inc,"Snacks, Sweet snacks, Chocolates, White chocolates","en:snacks,en:sweet-snacks,en:chocolates,en:white-chocolates","Snacks,Sweet snacks,Chocolates,White chocolates"
"The Madelaine Chocolate Company, Solid Milk Chocolate Cigars",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"Madelaine Chocolate, It's A Girl! Solid Milk Chocolate Cigars, Milk Chocolate",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"The Madelaine Chocolate Company, All Natural Dark Chocolate Gift Stick",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"The Madelaine Chocolate Company, Solid Milk Chocolate",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"The Madelaine Chocolate Company, Solid Dark Chocolate",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
Solid Milk Chocolate,,,The Madelaine Chocolate Company,the-madelaine-chocolate-company,,,
"The Madelaine Chocolate Company, Solid Milk Chocolate",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"The Madelaine Chocolate Comapny, Solid Milk Chocolate",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"The Madelaine Chocolate Company, Solid Dark Chocolate",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
Solid Dark Chocolate,,,The Madelaine Chocolate Company,the-madelaine-chocolate-company,,,
Milk Chocolate Malt Balls,,,The Madelaine Chocolate Company,the-madelaine-chocolate-company,,,
"The Madelaine Chocolate Company, Solid Milk Chocolate",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"The Madelaine Chocolate Company, Solid Dark Chocolate",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"The Madelaine Chocolate Company, Solid Milk Chocolate Bunnies",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
"The Madelaine Chocolate Company, Solid Milk Chocolate Chicks",,,Madelaine Chocolate Novelties,madelaine-chocolate-novelties,,,
Creapure,,,,,,,
Cornichons,,,Trader Joe's,trader-joe-s,,,
L'Envoûtante (Pain),,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Baguettes","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:baguettes","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Baguettes"
"Too Tarts, Smartchoice, Sugar Free Spray Candy, Blu Bewwy",,,Innovative Candy Concepts,innovative-candy-concepts,,,
Sour & Fruity Candy,,,Innovative Candy Concepts,innovative-candy-concepts,,,
,,,,,,,
Açai,,,SaludViva,saludviva,Acai-en-polvo,es:acai-en-polvo,es:acai-en-polvo
4 Muffins fourrés chocolat noisettes,,360 g,,,,,
Complete breakfast smoothie,,,Bulk powders,bulk-powders,,,
Chlorella (de pared celular rota),,,,,,,
Romaine Hearts,,,Ocean Mist Farms,ocean-mist-farms,,,
Romaine,,,Ocean Mist Farms,ocean-mist-farms,,,
Green Leaf Lettuce,,,Ocean Mist Farms,ocean-mist-farms,,,
Fresh Spinach,,,Cean Mist Farms,cean-mist-farms,,,
Cooking Spinach,,,Ocean Mist,ocean-mist,,,
Quick Cook Sprout Halves,,,Ocean Mist Farms,ocean-mist-farms,,,
Celery,,,Ocean Mist,ocean-mist,"Plant-based foods and beverages, Plant-based foods, Groceries, Condiments, Fruits and vegetables based foods, Culinary plants, Vegetables based foods, Vegetable rods, Celery","en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:condiments,en:fruits-and-vegetables-based-foods,en:culinary-plants,en:vegetables-based-foods,en:vegetable-rods,en:celery","Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Fruits and vegetables based foods,Culinary plants,Vegetables based foods,Vegetable rods,Celery"
Season & Steam Kalettes (Kale Sprouts),,,Ocean Mist Farms,ocean-mist-farms,,,
Baguettine aux olives,,,,,,,
Whey vanille,,,,,,,
Spirulina 125GR Eco Salud Viva,,,,,,,
Buchette Bout Biseaux,,,,,,,
,,,,,,,
Chocolate protein bites,,,,,,,
Azucar De Coco 250GR Salud Viva,,,,,,,
CHIA SEED MUFFIN MIX CHOCOLATE,,,,,,,
Muffin double chocolat,,240 g,,,"Biscuits et gâteaux, Gâteaux, Muffins, Gâteaux au chocolat, Muffins au chocolat","en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins","Biscuits and cakes,Cakes,Muffins,Chocolate cakes,Chocolate muffins"
pain complet la fournée campagnarde,,300 g,Intermarché,intermarche,,,
Pain complet,,,,,,,
Cacao el polvo,,,,,,,
Pain de campagne bio nature,,300 g,,,,,
Complete series porridge,,,,,,,
,,,,,,,
Camu Camu 50GR Bio - Salud Viva,,,,,,,
Bulk power chocokat,,,,,,,
"Feletti, Pralines Candy, Milk Chocolate",,,Better Ideas,better-ideas,,,
"Feletti, Milk Chocolate Pralines",,,Better Ideas,better-ideas,,,
genoise chocolat bijou,,920 g,Bijou,bijou,,,
Hierba de cebada,,,,,,,
Madeleines au miel artisanal,,,,,,,
Avena instantania,,,,,,,
Peptopro,,,Bulk powders,bulk-powders,,,
Forêt noire,,,,,"Desserts, Biscuits et gâteaux, Gâteaux, Forêt-noires","en:desserts,en:biscuits-and-cakes,en:cakes,en:black-forest-gateau","Desserts,Biscuits and cakes,Cakes,Black Forest gâteau"
Hierba de trigo,,,,,"Epicerie, Condiments, Sauces, Moutardes","en:groceries,en:condiments,en:sauces,en:mustards","Groceries,Condiments,Sauces,Mustards"
Bibliothèque Bérénice,,,,,,,
Proteine banane,,,,,,,
Pain,,,Pavé Intermarché,pave-intermarche,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads"
Maíz Morado,,,,,,,
"Taami Elite, Milk Choolate Bar, Puffed Rice And Nougat-Caramel Cream",,,Keepsake,keepsake,,,
Pain epeautre,,,,,,,
Semillas de cáñamo peladas,,250,salud viva eco,salud-viva-eco,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products"
